;Unnamed: 0;full_text;created_at;retweet_count;favorite_count
253;2441;"How do we measure the value that we bring to communities &amp; countries? That's one of the key #sustainability questions our stakeholders are asking ➡️ https://t.co/4OeN7Fd5Ho https://t.co/2qsZvLE9eT";Mon Oct 15 07:32:07 +0000 2018;5;17
254;2440;@jjmib Hi Jemma. You can use our station finder to find out contact details, there's a link here: https://t.co/5ctbcypALo If you're still struggling after that, then drop our Careline Team a quick email at careline@bp.com Thanks ^AW;Mon Oct 15 08:15:59 +0000 2018;0;0
255;2439;@RachaelSarah88 Hi Rachel. We're really sorry to hear this. Please can you drop our Careline Team a quick email with the details of where this happened and they'll look into it for you. Their email is careline@bp.com We hope you managed to get on your way again soon. Thanks ^AW;Mon Oct 15 08:19:56 +0000 2018;0;0
256;2438;@BP_plc  Thanks for your guesses! The correct answer is 9. https://t.co/RtVLLaLjDd;Mon Oct 15 10:05:07 +0000 2018;2;3
257;2437;@MartCAFC45 Hi Martin. There are a number of different factors that go into setting fuel prices across the UK - e.g. supply chain, market competition etc. - which means that prices may vary from location to location. Thanks, ^AW;Mon Oct 15 11:21:14 +0000 2018;0;0
258;2436;@DAZBECKETT  Hi Darren. Fuel are set based on a number of reasons, such as supply chain, market competition etc. Which means that prices may differ from location to location. Thanks ^AW;Mon Oct 15 11:23:48 +0000 2018;0;1
259;2435;@lestereverton80 Hi Lester. Thanks for bringing this up. Can you just confirm which BP site the pumps weren't working at please? Was it at Baldock Road in Letchworth? Also, was it any pump in particular? If you can let us know, we'll get our team to look into it. Thanks ^AW;Mon Oct 15 11:28:13 +0000 2018;0;0
260;2434;@lestereverton80 Thanks Lester. They're working hard to fix the fault and get the site open again. We've passed it on to our team to see if they can give you an update. Thanks ^AW;Mon Oct 15 11:48:26 +0000 2018;0;0
261;2433;@TurokhanUK Hi Paul. You can use the app on your phone as long as you're inside a closed, stationary vehicle. Just make sure you stop using it before you get out to fill up. Thanks ^AW;Mon Oct 15 11:50:19 +0000 2018;0;0
262;2432;Head over to our @instagram page to go #behindthescenes at one of our major #gas projects in our head of upstream's first #Instagram story https://t.co/78BoxHGtKD #BP https://t.co/sbtWpjBSkE;Mon Oct 15 13:54:18 +0000 2018;4;21
263;2431;🏗️  💪 Another big moment for the #Tangguh Expansion Project, offshore #Indonesia as the WDA platform takes shape with the topsides safely landed on the jacket https://t.co/mY8bOmbFYQ;Tue Oct 16 07:28:10 +0000 2018;10;28
264;2430;@Meloney007 @marksandspencer Hi there. Thanks for getting in touch. We've passed this on to our Careline Team who will look into it for you and see if they can get an update. You can also get in touch with them at careline@bp.com if you have any other questions. Thanks ^AW;Tue Oct 16 16:12:06 +0000 2018;0;0
265;2429;@NassMichael Hi Nassia. Sorry you've been having some issues with the  app. If you drop our support team a quick email, they'll look into it and help you out. Their email address is bpmeuk@bp.com Thanks ^AW;Tue Oct 16 16:16:31 +0000 2018;0;0
266;2428;See you later! We're proud to be part of this great event #OYW2018 https://t.co/giEC4zg1wR;Wed Oct 17 10:10:27 +0000 2018;7;20
267;2427;"@lestereverton80   Hello,
We are very sorry. Can you please send us more details of where happened to careline@bp.com providing your ref: 1-7001272089?

Many thanks,

Anna";Wed Oct 17 11:51:18 +0000 2018;0;0
268;2426;Team #BP ready to go @OneYoungWorld #OYW2018 https://t.co/67ZGelGeco;Wed Oct 17 15:17:02 +0000 2018;3;19
269;2425;"⚡️ “#BP CEO Bob Dudley @OneYoungWorld #OYW18”

https://t.co/Cv8aUJiEHa";Thu Oct 18 08:19:19 +0000 2018;2;7
270;2424;#BP CEO Bob Dudley calls on young leaders @OneYoungWorld to play their part in meeting the dual challenge of providing more energy w/ fewer emissions https://t.co/VqMV0ywNd8 #OYW18 https://t.co/hVJSVmcILF;Thu Oct 18 08:25:36 +0000 2018;7;20
271;2423;"🏗️ 💪 Moving day on our Amherstia production platform offshore #Trinidad as the new living quarters – sleeping 70 people, weighing 950 tons &amp; three stories high - are safely lifted into place https://t.co/xANrq2hE2N";Thu Oct 18 15:08:10 +0000 2018;2;15
272;2422;ICYMI #BP CEO Bob Dudley calls on young leaders @OneYoungWorld to play their part in meeting the dual challenge of providing more energy w/ fewer emissions https://t.co/VqMV0ywNd8 #OYW18 https://t.co/2w3GOuwZXr;Thu Oct 18 16:22:07 +0000 2018;7;11
273;2421;CEO Bob Dudley joins the #BP team @OneYoungWorld https://t.co/VqMV0ywNd8 #OYW18 https://t.co/AI71kD3Dzl;Fri Oct 19 06:55:21 +0000 2018;5;29
274;2420;Coal-to-gas switching is helping bring ⬇️ #carbon emissions https://t.co/VqMV0ywNd8 #OYW18 #OYW2018 #natgas 🔥 #gas https://t.co/hRSP1omz4m;Fri Oct 19 13:36:06 +0000 2018;8;13
275;2419;A glorious sunset signals the end of another successful day at the #BP Gelsenkirchen refinery in #Germany 🌅🌅🌅 https://t.co/AEzjgCNsvc;Sat Oct 20 16:23:07 +0000 2018;6;29
276;2418;A great view from above - looking down on the progress of our #WestNileDelta Raven project in #Egypt as it moves closer to delivering first #gas https://t.co/CekhfynfUj https://t.co/yvEfQWmHO6;Sun Oct 21 08:47:49 +0000 2018;22;47
277;2417;📽️ Watch #BP CEO Bob Dudley as he calls on young leaders @OneYoungWorld to play their part in meeting the dual challenge of providing more energy w/ fewer emissions: https://t.co/vxoIplmA1h #OYW18;Mon Oct 22 07:51:03 +0000 2018;16;28
278;2416;@MatthewChaseuk  Hi Matt! Thank you for bringing this to our attention. I would be happy to look into this and if you wish to receive some feedback please kindly provide us your email address, so we can contact you afterwards. Your case ref 1-6935561449 Kind regards Careline Team;Tue Oct 23 07:49:20 +0000 2018;0;0
279;2415;In numbers - the difference our  Advancing Low Carbon programme is making across #BP https://t.co/C0xLC5MZmd https://t.co/jlpHjULn5F;Tue Oct 23 11:16:09 +0000 2018;1;13
280;2414;‘It will change some of the areas of our business, but it will also create enormous opportunities.’ #BP CEO Bob Dudley in the  @nytimes on working to solve the dual challenge of more #energy w/ fewer emissions:   https://t.co/h8YHVxQGtE;Tue Oct 23 16:33:03 +0000 2018;7;17
281;2413;See how we are improving our products to help consumers lower their #emissions https://t.co/oJUvZd0lP2 #lowcarbon #sustainability https://t.co/F4GYMvEG4Q;Wed Oct 24 07:19:06 +0000 2018;2;4
282;2412;"In the US, we’re using innovative technologies like inspection drones, infrared cameras, &amp; #solar powered pumps to detect &amp; reduce #methane emissions:  https://t.co/TKn4dbvJBB https://t.co/G3ZASV0rOH";Thu Oct 25 07:23:06 +0000 2018;2;11
283;2411;BP's Starlee Sykes explains how deepwater developments underpin BP’s upstream strategy and the significant role #oilandgas will continue to play in the changing #energy mix. Read full interview here: https://t.co/OjZLS6FHKg https://t.co/CzdzEmymmj;Thu Oct 25 10:00:09 +0000 2018;10;14
284;2410;"What are our top environmental issues at a local level? In a new Q&amp;A style, we respond to the top 12 #questions stakeholders have asked https://t.co/VvBfUWqOc1 #sustainabilityreport https://t.co/1R2zXFSybp";Fri Oct 26 11:26:05 +0000 2018;3;12
285;2409;@plus_goes Hi there. We're really sorry to hear this. Please can you send our Customer Careline Team an email with the details and location of the BP site and they'll look into it for you. Their email address is careline@bp.com Thanks ^AW;Fri Oct 26 12:10:53 +0000 2018;0;0
286;2408;"Another step towards first gas. @BP_TandT 's #Angelin platform offshore #Trinidad is completed &amp; handed over for the next stage of preparation. A great team effort! 💪 https://t.co/E9Xq813tSP";Sat Oct 27 15:55:12 +0000 2018;8;31
287;2407;How's that for an office view? Captain Vivek Kapoor captures a breathtakingly beautiful evening off the #Netherlands, on board the #BP vessel #BritishCirrus: https://t.co/b0dF8RE7Lf https://t.co/6tOPwIobGE;Sun Oct 28 17:08:06 +0000 2018;11;39
288;2406;@iambenmills Hi Ben. You can use the app on your phone as long as you're inside a closed, stationary vehicle. Just make sure you stop using it before you get out to fill up. Thanks ^AW;Mon Oct 29 08:35:53 +0000 2018;0;0
289;2405;"🚗 ⚡ Ultra fast charging for the ultra stylish @Jaguar #IPACE. Read about our plans with @Chargemasterplc to introduce fast charging at our 1,200 retail sites in the U.K.  
https://t.co/msKBJ0yc4G https://t.co/wwAiGGgn9h";Mon Oct 29 14:57:07 +0000 2018;21;34
290;2404;"Strong momentum &amp; high reliability – #BP announces highest underlying profit for more than 5 years in 3Q results: https://t.co/DtSxnsKIvn $BP #BPresults https://t.co/Zxduyw4H3d";Tue Oct 30 07:01:37 +0000 2018;36;80
291;2403;CEO Bob Dudley on #BP's financial results for 3Q 2018 https://t.co/DtSxnsKIvn $BP #BPresults https://t.co/mIJWdEEAAu;Tue Oct 30 07:04:05 +0000 2018;5;14
292;2402;📹 Our CFO does the number crunching on our 3Q 2018 results: https://t.co/DtSxnsKIvn $BP #BPresults https://t.co/U5bcoEtiaG;Tue Oct 30 07:33:23 +0000 2018;8;11
293;2401;@paulky Hi Paul. This does seem very unusual. Please can you drop our Customer Careline Team a quick email with the details of where you saw this pricing, so they can look into it. Their email address is careline@bp.com Thanks ^AW;Tue Oct 30 07:36:46 +0000 2018;2;0
294;2400;@MaFt Hi there. We're constantly working with banks to offer more ways to pay, however if you are having issues with payment blocking, it's best to speak directly to them. It might be worth dropping our support team a line as well though at bpmeuk@bp.com so they can advise. ^AW;Tue Oct 30 08:11:35 +0000 2018;0;0
295;2399;"Take a look at the numbers as strong momentum &amp; high reliability drive #BP 3Q 2018 profits: https://t.co/DtSxnsKIvn $BP #BPresults https://t.co/CpMAfjGNSi";Tue Oct 30 09:03:09 +0000 2018;11;12
296;2398;@rimesy55 Hi there. We're very sorry to hear this. We take this kind of complaint extremely seriously. Please contact our Customer Careline Team with all of the details at careline@bp.com You can also phone them on 0800402402 if you'd like? Thanks ^AW;Tue Oct 30 12:42:19 +0000 2018;0;0
297;2397;"ICYMI Strong momentum &amp; high reliability – #BP announces highest underlying profit for more than 5 years in 3Q results: https://t.co/DtSxnsKIvn $BP #BPresults https://t.co/bwCrHpjoFX";Tue Oct 30 14:33:06 +0000 2018;2;9
298;2396;"Delighted to be included @BITCRaceatwork’s best employers for race listing. which recognises the best employers in the #UK for race diversity &amp; equality https://t.co/mXs5ukj6BL #BITCBestEmpsRace   https://t.co/dOJfZkOMbW https://t.co/ml9L6CfbSh";Tue Oct 30 15:36:18 +0000 2018;1;4
299;2395;6️⃣ part snapshot - see what drove our highest underlying profit for more than 5️⃣ years https://t.co/DtSxnsKIvn #BP $BP #BPresults https://t.co/jZVxmNHQ25;Wed Oct 31 08:22:04 +0000 2018;0;6
300;2394;@Cwallen3 Hi Craig, I'm very sorry about this. Unfortunately we are experiencing  payment issues at all our UK stations currently but are working to fix it asap.;Wed Oct 31 16:15:13 +0000 2018;0;0
301;2393;"Our @BP_UK retail sites are experiencing problems with some card payments. 
We are working to rectify this as a matter of urgency &amp; apologise for any inconvenience to our customers. 
The majority of our sites are accepting cash payments.";Wed Oct 31 20:22:02 +0000 2018;2;1
302;2392;@kev_pugh Hi Kev, things are improving thankfully.  Our  retail sites are still experiencing problems with some card payments now but not all.;Wed Oct 31 20:25:30 +0000 2018;0;1
303;2391;@earley462 Hi Steve. That's a good question! Our fuels contain a number of additives that benefit your car's engine, by helping to clean and maintain it as it runs. There's some info here that goes into more detail that you might find useful https://t.co/A7ZTTe88Uw Thanks ^AW;Thu Nov 01 08:25:44 +0000 2018;0;0
304;2390;@erinwonderland Hi Erin. We're really sorry that you need to complain. Please send details of the issue to our Customer Careline Team at careline@bp.com and they'll be able to help. Thanks ^AW;Thu Nov 01 08:27:48 +0000 2018;0;0
305;2389;@Cwallen3 Hi Craig. We're really sorry for the inconvenience caused. It was a really unfortunate situation that has now been resolved. If you'd like to speak to anyone about it further, please email our Customer Careline Team at careline@bp.com Thanks ^AW;Thu Nov 01 08:35:29 +0000 2018;0;0
306;2388;@CllrDK Hi David. We're really sorry for the inconvenience. We had an issue yesterday with card payments that has now been resolved. If you'd like to speak to anyone further about this, please email our Customer Careline Team at careline@bp.com Thanks ^AW;Thu Nov 01 08:37:55 +0000 2018;0;0
307;2387;@kev_pugh Hi Kev. Just to let you know, the issue has been resolved and everything is up and running again. Thanks ^AW;Thu Nov 01 08:40:21 +0000 2018;0;0
308;2386;👏👏 https://t.co/8eIirUHdKT;Fri Nov 02 08:09:10 +0000 2018;0;6
309;2385;👏👏 https://t.co/uWiCV4JY7o;Fri Nov 02 08:10:53 +0000 2018;1;4
310;2384;☀️ @LightsourceBP heads to #Australia as it wins tender to provide energy retailer @snowyhydro with #solar electricity https://t.co/OErZR8tBdA https://t.co/z7po7cAydF;Fri Nov 02 08:26:05 +0000 2018;1;7
311;2383;@ValCoffeeShop Hi there. We're really sorry you weren't able to get a coffee last night. We've passed this on to our Customer Careline Team who will look into getting this coffee shortage sorted. Thanks ^AW;Fri Nov 02 08:44:39 +0000 2018;0;0
312;2382;"We are delighted to have been recognised by @EthnicityInvest &amp; @guardian as a UK top 10 ‘Outstanding Employer’ https://t.co/i1GSvXl3rV  #EthnicityAwards https://t.co/MTycYkkdGJ";Fri Nov 02 15:03:05 +0000 2018;0;9
313;2381;👏👏 @TatyanaMcFadden https://t.co/Kv28JPBgMs;Fri Nov 02 19:56:58 +0000 2018;1;7
314;2380;"Game, set, match?  Can you solve this #brainteaser? 🧠🧠🧠
Let us know your answer! https://t.co/d5b4zEBqlU";Sat Nov 03 09:07:05 +0000 2018;16;52
315;2379;A beautiful sunset over one of #BP’s offices. Can you work out where it is?  🤔🤔🤔 https://t.co/byI6OAGCTq;Sat Nov 03 16:53:08 +0000 2018;13;94
316;2378;"ICYMI Game, set, match?  Can you solve this #brainteaser? 🧠🧠🧠
Let us know your answer! https://t.co/Wt1qjSs9cb";Sun Nov 04 10:07:05 +0000 2018;13;42
317;2377;@narinder_23 Hi Narinder, sorry to hear you had an issue at one of our servos. Please email  AUcustcare@bp.com or call 1300 130 027.;Mon Nov 05 08:16:45 +0000 2018;0;0
318;2376;@BP_plc Thanks for your guesses - the great photo is of our #NorthSea headquarters in #Aberdeen;Mon Nov 05 10:48:04 +0000 2018;1;9
319;2375;@mick281067 Hi Mick. There are a variety of factors that go into setting fuel prices - supply chain, location, competition etc. but also our fuel offer additional performance benefits that lower priced fuels don't. There's some info here  https://t.co/n9ZEvO7GS7 Thanks ^AW;Mon Nov 05 11:25:34 +0000 2018;0;0
320;2374;We're making changing across our business to meet the dual challenge of more energy with less emissions https://t.co/ofqAasnpGc #lowcarbon https://t.co/aXNWbtluVC;Mon Nov 05 14:07:26 +0000 2018;9;30
321;2373;Thanks for all the guesses! Here's the answer 👍 #brainteaser https://t.co/IDYAqjvbPD;Mon Nov 05 16:03:30 +0000 2018;1;6
322;2372;"@workroommedia We are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, 
including the site address. https://t.co/INHXF4AmFZ";Mon Nov 05 16:37:27 +0000 2018;0;0
323;2371;What are our top environmental issues at a local level?  This is one of the questions we have been asked by our stakeholders https://t.co/4WZX5MDVpd #sustainabilityreport https://t.co/WUW9zGuhqT;Tue Nov 06 08:14:05 +0000 2018;1;7
324;2370;@jamespercysmith Sorry to hear there were no staff available but really glad to hear that #BPme enabled you to get on your way!;Tue Nov 06 09:54:00 +0000 2018;0;0
325;2369;"🙋 True or false? 
#Methane has a higher global warming potential than #CO2  Cast your vote &amp; see if you can find the answer on our website: https://t.co/BNlG8xWn63";Tue Nov 06 13:49:09 +0000 2018;2;2
326;2368;@ClanCromie Hi. We're really sorry to hear the toilets were so dirty and we hope you're ok. Please could you send a quick email to our Customer Careline Team at careline@bp.com and they'll look into it urgently. You can also call them on 0800402402 if you'd like. Thanks ^AW;Wed Nov 07 08:52:52 +0000 2018;0;0
327;2367;@courtneymelodyx @marksandspencer Hi Courtney. Sorry you didn't get your discount. If you could send the details and receipt to our Customer Careline Team at careline@bp.com they'll take a look into it for you. Thanks ^AW;Wed Nov 07 08:59:31 +0000 2018;0;0
328;2366;@dj5tuMac Hi Stuart, can you please DM us your contact information and we will pass this along to the appropriate team to have a look. Thank you!;Wed Nov 07 09:34:50 +0000 2018;0;0
329;2365;"👏👏Congratulations to our partner @flyvictor &amp; @CJ_flyvictor ! Great to be working with you on innovative digital offers for our aviation customers which include fuel supply from #AirBP &amp; #carbon offsetting #TechTrack100 https://t.co/EYMqubz8uu";Wed Nov 07 11:28:16 +0000 2018;1;7
330;2364;@courtneymelodyx Oh sorry Courtney, read that one a bit wrong! If you drop our Careline a quick email anyway, they'll be able to advise. Thanks ^AW;Wed Nov 07 13:31:37 +0000 2018;0;0
331;2363;@arnaufontsoto Hi Arnau, we have a Spanish page on Facebook: https://t.co/Ht4VWN7Prj. Additional info about our work in Spain can also be found here: https://t.co/5YYGmeGYce;Thu Nov 08 08:15:09 +0000 2018;0;0
332;2362;@JonWilksFCO @britishmuseum @iqembassy_uk Pleased you enjoyed it!;Thu Nov 08 08:45:45 +0000 2018;0;3
333;2361;@fitchlea Hi. Thank you for bringing this to our attention. We've passed it on to our Customer Careline Team who will look into it. Was the sign not present, or just not working at the time you were there? Thanks ^AW;Thu Nov 08 08:50:04 +0000 2018;0;0
334;2360;What are our top environmental issues at a local level?  This is one of the questions we have been asked by our stakeholders https://t.co/4WZX5MDVpd #sustainabilityreport https://t.co/VoBeo2uqTs;Thu Nov 08 13:14:06 +0000 2018;1;3
335;2359;"#BP’s chief commercial officer Stephen Cook at #websummit18 in Lisbon on the potential of #technology in the dual challenge of meeting rising energy demand while reducing emissions: 
https://t.co/l1lw0AqBqJ";Thu Nov 08 13:46:26 +0000 2018;5;16
336;2358;@SmithDistrict thanks for letting us know about this issue. While many of our retail sites are independently owned and operated, we hold them to a high standard. The owner of this site is currently upgrading it and replacing damaged glass is one of the tasks to be completed.;Thu Nov 08 21:48:47 +0000 2018;0;0
337;2357;📹 of the #Ghazeer construction in #Oman with 34%  complete. The second phase of the giant #Khazzan field is expected on stream in 2021 https://t.co/grHccqnCMA https://t.co/zpXvvhAhBj;Sat Nov 10 09:52:29 +0000 2018;9;25
338;2356;Capturing a #rainbow...🌈🌈🌈 Thanks to Andrew Painter for this stunning 📷 of our #Clair platform in the #NorthSea. https://t.co/BKCXzZvFMr;Sun Nov 11 07:57:05 +0000 2018;14;52
339;2355;"A great milestone for #BP in #Angola – our PSVM FPSO (floating production storage &amp; offloading vessel) has delivered its 3️⃣0️⃣0️⃣ millionth barrel of oil since starting production in December 2012  https://t.co/ZyYArer1nr https://t.co/ha9Vg4GuGB";Sun Nov 11 11:56:06 +0000 2018;6;11
340;2354;👏👏👏 https://t.co/Hzath0UlOX;Mon Nov 12 07:16:46 +0000 2018;1;13
341;2353;@courtneymelodyx Hi Courtney. We're really sorry you haven't heard anything yet. It might be worth giving them a quick ring on 0800402402. Thanks ^AW;Mon Nov 12 08:48:27 +0000 2018;0;0
342;2352;@hattrickster Hi Jimmy. We're sorry there weren't any poppies on sale at the site you visited. Hopefully you managed to get one elsewhere on the way to the service. Thanks ^AW;Mon Nov 12 10:19:13 +0000 2018;0;0
343;2351;"The ☀️ doesn’t shine at night &amp; 💨 constantly varies in 💪. 
So how will demand be met when the power systems of the future contain high levels of renewable #energy?
https://t.co/BNlG8xELHt https://t.co/3y7S4tx3O9";Mon Nov 12 13:28:20 +0000 2018;7;12
344;2350;"@embritts1 @_youhadonejob1 Thanks for your feedback and concern; safety is of the utmost importance to us. Rules about mobile phone usage outside your vehicle have not changed and remain unacceptable. You can safely use your phone (and BPme) from inside your stationary vehicle.";Tue Nov 13 08:11:19 +0000 2018;0;0
345;2349;Thanks for all your guesses - the answer was true! 👍 https://t.co/RigjNuMB2P;Tue Nov 13 10:06:15 +0000 2018;1;5
346;2348;@BirotarUK Hi there. The app has to be used inside a closed, stationary vehicle, as unfortunately it still isn't safe to use phones out on the forecourt itself. Thanks ^AW;Tue Nov 13 15:34:02 +0000 2018;0;0
347;2347;@ZacharyFerrie we are sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the site address. https://t.co/INHXF4AmFZ;Tue Nov 13 17:11:57 +0000 2018;0;0
348;2346;@bentyboy69 Hi Benty. We're really sorry to hear this. Please can you email our Customer Careline Team with the details of the incident and they'll look into it for you. Their email address is careline@bp.com Thanks ^AW;Wed Nov 14 08:15:19 +0000 2018;0;0
349;2345;@hawawright360 @WINNEWS_CW @PRIME7NewsCW @abcnews @Orange_Council @acccgovau @Shell  We review prices daily based on a variety of factors. For more info go to https://t.co/H9WXQdbPg9;Wed Nov 14 08:30:20 +0000 2018;0;0
350;2344;@essexgirl8525 Hi Jennifer, many thanks for sharing this with us. I'll get this looked into straight away.  Thankfully we often find these sorts of posts are from racist trolls and not employees. To help me can u share the original post as he doesn't come up on search? Thanks MJ;Wed Nov 14 10:57:21 +0000 2018;0;0
351;2343;"@MariaSherwood2   
Hi Maria, BP Connect Tauranga is priced competitively &amp; the current 91 price is the same as a number of Connect sites which have had larger recent price decreases. BP 2Go Katikati is an independent BP operator &amp; set their own prices.";Wed Nov 14 11:15:58 +0000 2018;0;0
352;2342;"@essexgirl8525  Hi Jennifer -  he deleted his comment! I've raised this issue up to HR who will action if he is an employee.  all the best
MJ";Wed Nov 14 11:23:14 +0000 2018;0;0
353;2341;"@ClanCromie Hi Clan, I followed up with our team but they've not heard back from you. I couldn't identify the site from your description. I'd really like to get it resolved. Let me know which station this was at and pls include an email address. https://t.co/dTJYnByQx9
thanks
MJ";Wed Nov 14 13:33:18 +0000 2018;0;1
354;2340;@ClanCromie Thansk very much -  I can now see which one it is ... we call it Musselburgh :) It's actually run by one of our dealers so we'll make sure this goes across to them urgently.;Wed Nov 14 14:03:19 +0000 2018;0;0
355;2339;"The world needs more energy &amp; fewer carbon emissions. 
📽️ Watch to find out how we are tackling this dual challenge. https://t.co/8fvcQ06xV4";Wed Nov 14 15:14:21 +0000 2018;5;21
356;2338;@randombrandon96 Hi Brandon. We're really sorry to hear you had a bad experience. We can see you've already sent an email, so our Careline team will be in touch. Thanks ^AW;Thu Nov 15 08:08:19 +0000 2018;0;1
357;2337;Motorists queuing up for rationed petrol in the UK, following the closure of the oil supply route through the Suez Canal. Do you know the year? #TBT #ThrowbackThursday;Thu Nov 15 09:52:24 +0000 2018;6;14
358;2336;"Investing in @SolidiaCO2 &amp; building the future with lower carbon concrete, via @NewScientist";Fri Nov 16 08:49:17 +0000 2018;6;15
359;2335;"The ☀️ doesn’t shine at night &amp; 💨 constantly varies in 💪. 
So how will demand be met when the power systems of the future contain high levels of renewable #energy?
https://t.co/BNlG8xELHt https://t.co/yrbGMlSZ1F";Fri Nov 16 13:42:22 +0000 2018;9;12
360;2334;#BP CEO Bob Dudley talks #MiddleEast growth @ADIPECOfficial https://t.co/fgWVaTzJa9 @BP_MiddleEast #ADIPEC #ADIPECLive https://t.co/92D1nbADyx;Fri Nov 16 15:51:08 +0000 2018;2;7
361;2333;"#BP’s #US wind farms generate enough gross capacity ⚡ to power all the homes in a city the size of #Philadelphia.  
🎥 Watch James Bradley's road trip to find out more https://t.co/LWEgIw4qtI";Sat Nov 17 11:55:01 +0000 2018;3;21
362;2332;"Thanks to Troy Jason James for this stunning photo of @BP_TandT's #Angelin platform offshore #Trinidad &amp; Tobago at 🌅. Enjoy the view! https://t.co/bmptMGcxxw";Sat Nov 17 15:26:05 +0000 2018;4;9
363;2331;"#Technology enables #BP’s global refineries &amp; petrochemical plants to operate safely, reliably &amp; efficiently, day in, day out.
🎥 James Bradley went to find out more in part two of his road trip. https://t.co/Is4nYEsFpu";Sun Nov 18 12:56:53 +0000 2018;9;17
364;2330;👏👏 @BP_MEX - 7 #BP new stations have opened across #Mexico in the last couple of weeks, taking our total in the country to 4️⃣0️⃣0️⃣ 🎉🎈🇲🇽 https://t.co/tBGhPiKQMa;Sun Nov 18 16:11:08 +0000 2018;11;38
365;2329;@MrDemon95 @WildBeanCafeSA Hi Chris. We're really sorry your coffee wasn't up to scratch. We've passed it on to our Careline Team who will get it sorted. Thanks ^AW;Mon Nov 19 09:27:58 +0000 2018;0;0
366;2328;@Molly17Susan Hi Susan. We're really sorry the air pump wasn't working. We've passed this on to our Careline Team who will look into it and get it sorted. Thanks ^AW;Mon Nov 19 09:32:48 +0000 2018;0;1
367;2327;#Gas will play a key role in helping to meet the dual challenge of delivering more #energy while at the same time reducing #carbon emissions: https://t.co/ofqAasnpGc #Natgas 🔥 https://t.co/SXgyleKRHB;Mon Nov 19 14:28:45 +0000 2018;23;50
368;2326;@DavidGoodger5 Hi David. There are a number of factors that go into setting fuel prices - supply chain, competition etc. Our fuels are also more than just standard fuel, they contain additives that actually benefit your engine and give you better performance. Thanks ^AW;Tue Nov 20 08:27:02 +0000 2018;0;1
369;2325;@MrDemon95  Hi Chris, sorry to hear this. Can you please send the receipt from your purchase to careline@bp.com providing your reference 1-7145700139 and we will look into this. thanks;Tue Nov 20 10:02:16 +0000 2018;0;0
370;2324;"@franklivsyu Hi. In 2019 we’re introducing a new loyalty programme which means we'll stop working with Nectar. Don’t worry – you'll still be able to collect Nectar points at BP forecourts right up until we make the switch (&amp; still spend them elsewhere after that). Thanks, ^AW";Tue Nov 20 11:06:30 +0000 2018;0;1
371;2323;@franklivsyu Just quickly though, would you be able to let us know how you heard about the change please? Thanks ^AW;Tue Nov 20 11:07:24 +0000 2018;0;1
372;2322;@CarlFreear Hi Carlos. There are a variety of factors that go into setting fuel prices - supply chain, location, competition etc. Also our fuels offer more than the standard. The additives in BP fuels work to both maintain and improve your vehicle's performance. Thanks, ^AW;Tue Nov 20 11:12:37 +0000 2018;0;0
373;2321;"@franklivsyu @sainsburys @nectar Hi there,  Can i please ask where this happened and I can get it looked into for you. Thanks
MJ";Tue Nov 20 11:37:10 +0000 2018;0;1
374;2320;"Welcome to everyone joining us tonight in #London for our #BPVentures event! We're taking over @BloombergNEF HQ for a night of networking &amp; discussion. Follow us on  @instagram for live updates  https://t.co/T4rLij0WYv https://t.co/ApZY8ZAt0t";Tue Nov 20 18:18:47 +0000 2018;10;25
375;2319;Welcome everyone! #BPventures https://t.co/gIwQ1jNQdf;Tue Nov 20 18:19:09 +0000 2018;7;16
376;2318;"#BPVentures is connecting &amp; growing new #energy businesses. In the last ten years, we have invested over $400 million in #tech companies across more than 40 entitles with 200+ co-investors: https://t.co/P1aYAmtjfX https://t.co/AZexVZbaLf";Tue Nov 20 19:52:33 +0000 2018;48;171
377;2317;"Thanks to @JdR_Tech, @paulmassara &amp; everyone else who joined us to discuss how #digital is accelerating the transition to a lower carbon future at our  #BPVentures event at @BloombergNEF's offices in the City of #London https://t.co/5MNo8ji2LS";Tue Nov 20 20:36:15 +0000 2018;5;14
378;2316;@franklivsyu Thank you for the extra information, we'll take a look into it. ^AW;Wed Nov 21 08:43:47 +0000 2018;0;1
379;2315;Thanks to everyone who voted! The right answer was 1956 https://t.co/GHuNSFx1Q5;Wed Nov 21 13:33:41 +0000 2018;1;1
380;2314;The Rowan EXLII makes its final approach to the newly installed #Angelin platform, @BP_TandT's 15th offshore production facility. Photo by BPTT's Marine Team Lead, Sham Parasram https://t.co/YTFT4ji3WU;Wed Nov 21 15:17:09 +0000 2018;4;8
381;2313;#ThrowbackThursday to when our ⛽ looked like this - nestled on a mountain road at #Saas-Fee in the #Swiss Alps #TBT https://t.co/jULkci6yM1;Thu Nov 22 09:22:05 +0000 2018;5;27
382;2312;Speaking at our #BPVentures event @techUK president @JdR_Tech discussed how the energy transition can be accelerated by #digital innovations that revolutionise the 'friction points' society faces #BPVentures https://t.co/3dItNIHxF3;Thu Nov 22 14:05:11 +0000 2018;7;19
